=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.07.18 20:29:59 =~=~=~=~=~=~=~=~=~=~=~=
18/7/2022 20:31:26
4.00
58
18/7/2022 20:31:27
4.00
58
18/7/2022 20:31:28
4.00
58
18/7/2022 20:31:29
4.00
58
18/7/2022 20:31:30
4.00
58
18/7/2022 20:31:31
4.00
58
18/7/2022 20:31:32
4.00
58
18/7/2022 20:31:33
4.00
58
18/7/2022 20:31:34
4.00
58
18/7/2022 20:31:35
4.00
58
18/7/2022 20:31:36
4.00
58
18/7/2022 20:31:37
5.00
60
18/7/2022 20:31:38
3.00
55
18/7/2022 20:31:39
3.00
55
18/7/2022 20:31:40
3.00
55
18/7/2022 20:31:41
3.00
55
18/7/2022 20:31:42
3.00
55
18/7/2022 20:31:43
3.00
55
18/7/2022 20:31:44
3.00
55
18/7/2022 20:31:45
3.00
55
18/7/2022 20:31:46
3.00
55
18/7/2022 20:31:47
4.00
58
18/7/2022 20:31:48
4.00
58
18/7/2022 20:31:49
3.00
55
18/7/2022 20:31:50
3.00
55
18/7/2022 20:31:51
4.00
58
18/7/2022 20:31:52
3.00
55
18/7/2022 20:31:53
3.00
55
18/7/2022 20:31:54
3.00
55
18/7/2022 20:31:55
4.00
58
18/7/2022 20:31:56
4.00
58
18/7/2022 20:31:57
3.00
55
18/7/2022 20:31:58
3.00
55
18/7/2022 20:31:59
4.00
58
18/7/2022 20:32:0
4.00
58
18/7/2022 20:32:1
4.00
58
18/7/2022 20:32:2
4.00
58
18/7/2022 20:32:3
4.00
58
18/7/2022 20:32:4
3.00
55
18/7/2022 20:32:5
3.00
55
18/7/2022 20:32:6
3.00
55
18/7/2022 20:32:7
3.00
55
18/7/2022 20:32:8
3.00
55
18/7/2022 20:32:9
3.00
55
18/7/2022 20:32:10
3.00
55
18/7/2022 20:32:11
3.00
55
18/7/2022 20:32:12
3.00
55
18/7/2022 20:32:13
3.00
55
18/7/2022 20:32:14
4.00
58
18/7/2022 20:32:15
4.00
58
18/7/2022 20:32:16
4.00
58
18/7/2022 20:32:17
4.00
58
18/7/2022 20:32:18
3.00
55
18/7/2022 20:32:19
3.00
55
18/7/2022 20:32:20
3.00
55
18/7/2022 20:32:21
10.00
68
18/7/2022 20:32:22
10.00
68
18/7/2022 20:32:23
3.00
55
18/7/2022 20:32:24
11.00
69
18/7/2022 20:32:25
3.00
55
18/7/2022 20:32:26
2.00
51
18/7/2022 20:32:27
3.00
55
18/7/2022 20:32:28
3.00
55
18/7/2022 20:32:29
3.00
55
18/7/2022 20:32:30
3.00
55
18/7/2022 20:32:31
3.00
55
18/7/2022 20:32:32
3.00
55
18/7/2022 20:32:33
3.00
55
18/7/2022 20:32:34
3.00
55
18/7/2022 20:32:35
3.00
55
18/7/2022 20:32:36
3.00
55
18/7/2022 20:32:37
3.00
55
18/7/2022 20:32:38
3.00
55
18/7/2022 20:32:39
3.00
55
18/7/2022 20:32:40
3.00
55
18/7/2022 20:32:41
3.00
55
18/7/2022 20:32:42
3.00
55
18/7/2022 20:32:43
3.00
55
18/7/2022 20:32:44
3.00
55
18/7/2022 20:32:45
3.00
55
18/7/2022 20:32:46
3.00
55
18/7/2022 20:32:47
2.00
51
18/7/2022 20:32:48
3.00
55
18/7/2022 20:32:49
3.00
55
18/7/2022 20:32:50
3.00
55
18/7/2022 20:32:51
3.00
55
18/7/2022 20:32:52
3.00
55
18/7/2022 20:32:53
3.00
55
18/7/2022 20:32:54
3.00
55
18/7/2022 20:32:55
3.00
55
18/7/2022 20:32:56
3.00
55
18/7/2022 20:32:57
3.00
55
18/7/2022 20:32:58
3.00
55
18/7/2022 20:32:59
3.00
55
18/7/2022 20:33:0
3.00
55
18/7/2022 20:33:1
3.00
55
18/7/2022 20:33:2
3.00
55
18/7/2022 20:33:3
3.00
55
18/7/2022 20:33:4
3.00
55
18/7/2022 20:33:5
2.00
51
18/7/2022 20:33:6
4.00
58
18/7/2022 20:33:7
3.00
55
18/7/2022 20:33:8
3.00
55
18/7/2022 20:33:9
3.00
55
18/7/2022 20:33:10
3.00
55
18/7/2022 20:33:11
3.00
55
18/7/2022 20:33:12
3.00
55
18/7/2022 20:33:13
3.00
55
18/7/2022 20:33:14
3.00
55
18/7/2022 20:33:15
6.00
62
18/7/2022 20:33:16
8.00
65
18/7/2022 20:33:17
12.00
70
18/7/2022 20:33:18
11.00
69
18/7/2022 20:33:19
10.00
68
18/7/2022 20:33:20
10.00
68
18/7/2022 20:33:21
10.00
68
18/7/2022 20:33:22
10.00
68
18/7/2022 20:33:23
11.00
69
18/7/2022 20:33:24
11.00
69
18/7/2022 20:33:25
10.00
68
18/7/2022 20:33:26
11.00
69
18/7/2022 20:33:27
11.00
69
18/7/2022 20:33:28
11.00
69
18/7/2022 20:33:29
11.00
69
18/7/2022 20:33:30
12.00
70
18/7/2022 20:33:31
8.00
65
18/7/2022 20:33:32
11.00
69
18/7/2022 20:33:33
11.00
69
18/7/2022 20:33:34
12.00
70
18/7/2022 20:33:35
11.00
69
18/7/2022 20:33:36
10.00
68
18/7/2022 20:33:37
10.00
68
18/7/2022 20:33:38
11.00
69
18/7/2022 20:33:39
11.00
69
18/7/2022 20:33:40
11.00
69
18/7/2022 20:33:41
22.00
76
18/7/2022 20:33:42
20.00
75
18/7/2022 20:33:43
21.00
76
18/7/2022 20:33:44
21.00
76
18/7/2022 20:33:45
20.00
75
18/7/2022 20:33:46
20.00
75
18/7/2022 20:33:47
11.00
69
18/7/2022 20:33:48
11.00
69
18/7/2022 20:33:49
11.00
69
18/7/2022 20:33:50
23.00
77
18/7/2022 20:33:51
24.00
77
18/7/2022 20:33:52
24.00
77
18/7/2022 20:33:53
25.00
78
18/7/2022 20:33:54
12.00
70
18/7/2022 20:33:55
11.00
69
18/7/2022 20:33:56
12.00
70
18/7/2022 20:33:58
11.00
69
18/7/2022 20:33:59
9.00
67
18/7/2022 20:34:0
8.00
65
18/7/2022 20:34:1
9.00
67
18/7/2022 20:34:2
7.00
64
18/7/2022 20:34:3
7.00
64
18/7/2022 20:34:4
6.00
62
18/7/2022 20:34:5
10.00
68
18/7/2022 20:34:6
11.00
69
18/7/2022 20:34:7
10.00
68
18/7/2022 20:34:8
10.00
68
18/7/2022 20:34:9
10.00
68
18/7/2022 20:34:10
10.00
68
18/7/2022 20:34:11
10.00
68
18/7/2022 20:34:12
10.00
68
18/7/2022 20:34:13
10.00
68
18/7/2022 20:34:14
10.00
68
18/7/2022 20:34:15
10.00
68
18/7/2022 20:34:16
11.00
69
18/7/2022 20:34:17
9.00
67
18/7/2022 20:34:18
10.00
68
18/7/2022 20:34:19
11.00
69
18/7/2022 20:34:20
11.00
69
18/7/2022 20:34:21
11.00
69
18/7/2022 20:34:22
11.00
69
18/7/2022 20:34:23
11.00
69
18/7/2022 20:34:24
10.00
68
18/7/2022 20:34:25
9.00
67
18/7/2022 20:34:26
9.00
67
18/7/2022 20:34:27
10.00
68
18/7/2022 20:34:28
10.00
68
18/7/2022 20:34:29
9.00
67
18/7/2022 20:34:30
10.00
68
18/7/2022 20:34:31
10.00
68
18/7/2022 20:34:32
12.00
70
18/7/2022 20:34:33
12.00
70
18/7/2022 20:34:34
11.00
69
18/7/2022 20:34:35
11.00
69
18/7/2022 20:34:36
11.00
69
18/7/2022 20:34:37
11.00
69
18/7/2022 20:34:38
11.00
69
18/7/2022 20:34:39
11.00
69
18/7/2022 20:34:40
11.00
69
18/7/2022 20:34:41
11.00
69
18/7/2022 20:34:42
11.00
69
18/7/2022 20:34:43
11.00
69
18/7/2022 20:34:44
11.00
69
18/7/2022 20:34:45
10.00
68
18/7/2022 20:34:46
11.00
69
18/7/2022 20:34:47
11.00
69
18/7/2022 20:34:48
11.00
69
18/7/2022 20:34:49
10.00
68
18/7/2022 20:34:50
10.00
68
18/7/2022 20:34:51
10.00
68
18/7/2022 20:34:52
10.00
68
18/7/2022 20:34:53
10.00
68
18/7/2022 20:34:54
10.00
68
18/7/2022 20:34:55
10.00
68
18/7/2022 20:34:56
10.00
68
18/7/2022 20:34:57
10.00
68
18/7/2022 20:34:58
9.00
67
18/7/2022 20:34:59
10.00
68
18/7/2022 20:35:0
11.00
69
18/7/2022 20:35:1
11.00
69
18/7/2022 20:35:2
11.00
69
18/7/2022 20:35:3
11.00
69
18/7/2022 20:35:4
11.00
69
18/7/2022 20:35:5
10.00
68
18/7/2022 20:35:6
9.00
67
18/7/2022 20:35:7
8.00
65
18/7/2022 20:35:8
8.00
65
18/7/2022 20:35:9
8.00
65
18/7/2022 20:35:10
8.00
65
18/7/2022 20:35:11
8.00
65
18/7/2022 20:35:12
7.00
64
18/7/2022 20:35:13
7.00
64
18/7/2022 20:35:14
9.00
67
18/7/2022 20:35:15
8.00
65
18/7/2022 20:35:16
12.00
70
18/7/2022 20:35:17
40.00
83
18/7/2022 20:35:18
16.00
73
18/7/2022 20:35:19
14.00
71
18/7/2022 20:35:20
30.00
79
18/7/2022 20:35:21
29.00
79
18/7/2022 20:35:22
36.00
81
18/7/2022 20:35:23
46.00
84
18/7/2022 20:35:24
46.00
84
18/7/2022 20:35:25
46.00
84
18/7/2022 20:35:26
46.00
84
18/7/2022 20:35:27
46.00
84
18/7/2022 20:35:28
36.00
81
18/7/2022 20:35:29
47.00
84
18/7/2022 20:35:30
46.00
84
18/7/2022 20:35:31
36.00
81
18/7/2022 20:35:32
35.00
81
18/7/2022 20:35:33
35.00
81
18/7/2022 20:35:34
46.00
84
18/7/2022 20:35:35
36.00
81
18/7/2022 20:35:36
36.00
81
18/7/2022 20:35:37
38.00
82
18/7/2022 20:35:38
42.00
83
18/7/2022 20:35:39
50.00
85
18/7/2022 20:35:40
55.00
86
18/7/2022 20:35:41
26.00
78
18/7/2022 20:35:42
39.00
82
18/7/2022 20:35:43
35.00
81
18/7/2022 20:35:44
36.00
81
18/7/2022 20:35:45
42.00
83
18/7/2022 20:35:46
41.00
83
18/7/2022 20:35:47
40.00
83
18/7/2022 20:35:48
40.00
83
18/7/2022 20:35:49
39.00
82
18/7/2022 20:35:50
36.00
81
18/7/2022 20:35:51
41.00
83
18/7/2022 20:35:52
37.00
82
18/7/2022 20:35:53
36.00
81
18/7/2022 20:35:54
42.00
83
18/7/2022 20:35:55
39.00
82
18/7/2022 20:35:56
39.00
82
18/7/2022 20:35:57
39.00
82
18/7/2022 20:35:58
39.00
82
18/7/2022 20:35:59
40.00
83
18/7/2022 20:36:0
40.00
83
18/7/2022 20:36:1
58.00
86
18/7/2022 20:36:2
59.00
87
18/7/2022 20:36:3
59.00
87
18/7/2022 20:36:4
59.00
87
18/7/2022 20:36:5
58.00
86
18/7/2022 20:36:6
58.00
86
18/7/2022 20:36:7
56.00
86
18/7/2022 20:36:8
54.00
86
18/7/2022 20:36:9
41.00
83
18/7/2022 20:36:10
39.00
82
18/7/2022 20:36:11
39.00
82
18/7/2022 20:36:12
39.00
82
18/7/2022 20:36:13
39.00
82
18/7/2022 20:36:14
38.00
82
18/7/2022 20:36:15
38.00
82
18/7/2022 20:36:16
53.00
85
18/7/2022 20:36:17
43.00
83
18/7/2022 20:36:18
48.00
84
18/7/2022 20:36:19
46.00
84
18/7/2022 20:36:20
43.00
83
18/7/2022 20:36:21
44.00
84
18/7/2022 20:36:22
44.00
84
18/7/2022 20:36:23
44.00
84
18/7/2022 20:36:24
44.00
84
18/7/2022 20:36:25
45.00
84
18/7/2022 20:36:26
45.00
84
18/7/2022 20:36:27
45.00
84
18/7/2022 20:36:28
44.00
84
18/7/2022 20:36:29
47.00
84
18/7/2022 20:36:30
45.00
84
18/7/2022 20:36:31
45.00
84
18/7/2022 20:36:32
46.00
84
18/7/2022 20:36:33
46.00
84
18/7/2022 20:36:34
45.00
84
18/7/2022 20:36:35
45.00
84
18/7/2022 20:36:36
45.00
84
18/7/2022 20:36:37
45.00
84
18/7/2022 20:36:38
45.00
84
18/7/2022 20:36:39
45.00
84
18/7/2022 20:36:40
45.00
84
18/7/2022 20:36:41
43.00
83
18/7/2022 20:36:42
43.00
83
18/7/2022 20:36:43
45.00
84
18/7/2022 20:36:44
45.00
84
18/7/2022 20:36:45
45.00
84
18/7/2022 20:36:46
45.00
84
18/7/2022 20:36:47
43.00
83
18/7/2022 20:36:48
43.00
83
18/7/2022 20:36:49
43.00
83
18/7/2022 20:36:50
43.00
83
18/7/2022 20:36:51
43.00
83
18/7/2022 20:36:52
43.00
83
18/7/2022 20:36:53
43.00
83
18/7/2022 20:36:54
43.00
83
18/7/2022 20:36:55
43.00
83
18/7/2022 20:36:56
43.00
83
18/7/2022 20:36:57
43.00
83
18/7/2022 20:36:58
43.00
83
18/7/2022 20:36:59
44.00
84
18/7/2022 20:37:0
45.00
84
18/7/2022 20:37:1
45.00
84
18/7/2022 20:37:2
44.00
84
18/7/2022 20:37:3
45.00
84
18/7/2022 20:37:4
44.00
84
18/7/2022 20:37:5
45.00
84
18/7/2022 20:37:6
45.00
84
18/7/2022 20:37:7
45.00
84
18/7/2022 20:37:8
45.00
84
18/7/2022 20:37:9
44.00
84
18/7/2022 20:37:10
44.00
84
18/7/2022 20:37:11
38.00
82
18/7/2022 20:37:12
40.00
83
18/7/2022 20:37:13
55.00
86
18/7/2022 20:37:14
51.00
85
18/7/2022 20:37:15
79.00
90
18/7/2022 20:37:16
89.00
91
18/7/2022 20:37:17
117.00
94
18/7/2022 20:37:18
113.00
94
18/7/2022 20:37:19
124.00
94
18/7/2022 20:37:20
124.00
94
18/7/2022 20:37:21
125.00
95
18/7/2022 20:37:22
128.00
95
18/7/2022 20:37:23
113.00
94
18/7/2022 20:37:24
106.00
93
18/7/2022 20:37:25
115.00
94
18/7/2022 20:37:26
112.00
93
18/7/2022 20:37:27
99.00
92
18/7/2022 20:37:28
97.00
92
18/7/2022 20:37:29
119.00
94
18/7/2022 20:37:30
115.00
94
18/7/2022 20:37:31
118.00
94
18/7/2022 20:37:32
120.00
94
18/7/2022 20:37:33
120.00
94
18/7/2022 20:37:34
112.00
93
18/7/2022 20:37:35
105.00
93
18/7/2022 20:37:36
83.00
90
18/7/2022 20:37:37
81.00
90
18/7/2022 20:37:38
80.00
90
18/7/2022 20:37:39
88.00
91
18/7/2022 20:37:40
94.00
92
18/7/2022 20:37:41
81.00
90
18/7/2022 20:37:42
87.00
91
18/7/2022 20:37:43
86.00
91
18/7/2022 20:37:44
92.00
91
18/7/2022 20:37:45
90.00
91
18/7/2022 20:37:46
103.00
93
18/7/2022 20:37:47
90.00
91
18/7/2022 20:37:48
94.00
92
18/7/2022 20:37:49
85.00
90
18/7/2022 20:37:50
83.00
90
18/7/2022 20:37:51
89.00
91
18/7/2022 20:37:52
89.00
91
18/7/2022 20:37:53
90.00
91
18/7/2022 20:37:54
88.00
91
18/7/2022 20:37:55
86.00
91
18/7/2022 20:37:56
99.00
92
18/7/2022 20:37:58
100.00
92
18/7/2022 20:37:59
85.00
90
18/7/2022 20:38:0
90.00
91
18/7/2022 20:38:1
88.00
91
18/7/2022 20:38:2
82.00
90
18/7/2022 20:38:3
95.00
92
18/7/2022 20:38:4
84.00
90
18/7/2022 20:38:5
83.00
90
18/7/2022 20:38:6
83.00
90
18/7/2022 20:38:7
83.00
90
18/7/2022 20:38:8
84.00
90
18/7/2022 20:38:9
84.00
90
18/7/2022 20:38:10
87.00
91
18/7/2022 20:38:11
88.00
91
18/7/2022 20:38:12
88.00
91
18/7/2022 20:38:13
86.00
91
18/7/2022 20:38:14
69.00
88
18/7/2022 20:38:15
69.00
88
18/7/2022 20:38:16
66.00
88
18/7/2022 20:38:17
67.00
88
18/7/2022 20:38:18
69.00
88
18/7/2022 20:38:19
68.00
88
18/7/2022 20:38:20
66.00
88
18/7/2022 20:38:21
65.00
88
18/7/2022 20:38:22
69.00
88
18/7/2022 20:38:23
66.00
88
18/7/2022 20:38:24
65.00
88
18/7/2022 20:38:25
68.00
88
18/7/2022 20:38:26
68.00
88
18/7/2022 20:38:27
68.00
88
18/7/2022 20:38:28
68.00
88
18/7/2022 20:38:29
68.00
88
18/7/2022 20:38:30
67.00
88
18/7/2022 20:38:31
67.00
88
18/7/2022 20:38:32
69.00
88
18/7/2022 20:38:33
69.00
88
18/7/2022 20:38:34
68.00
88
18/7/2022 20:38:35
67.00
88
18/7/2022 20:38:36
69.00
88
18/7/2022 20:38:37
67.00
88
18/7/2022 20:38:38
67.00
88
18/7/2022 20:38:39
68.00
88
18/7/2022 20:38:40
66.00
88
18/7/2022 20:38:41
67.00
88
18/7/2022 20:38:42
66.00
88
18/7/2022 20:38:43
69.00
88
18/7/2022 20:38:44
69.00
88
18/7/2022 20:38:45
69.00
88
18/7/2022 20:38:46
69.00
88
18/7/2022 20:38:47
68.00
88
18/7/2022 20:38:48
68.00
88
18/7/2022 20:38:49
66.00
88
18/7/2022 20:38:50
70.00
88
18/7/2022 20:38:51
70.00
88
18/7/2022 20:38:52
80.00
90
18/7/2022 20:38:53
72.00
89
18/7/2022 20:38:54
72.00
89
18/7/2022 20:38:55
73.00
89
18/7/2022 20:38:56
69.00
88
18/7/2022 20:38:57
68.00
88
18/7/2022 20:38:58
69.00
88
18/7/2022 20:38:59
69.00
88
18/7/2022 20:39:0
68.00
88
18/7/2022 20:39:1
68.00
88
18/7/2022 20:39:2
70.00
88
18/7/2022 20:39:3
70.00
88
18/7/2022 20:39:4
70.00
88
18/7/2022 20:39:5
70.00
88
18/7/2022 20:39:6
69.00
88
18/7/2022 20:39:7
69.00
88
18/7/2022 20:39:8
70.00
88
18/7/2022 20:39:9
70.00
88
18/7/2022 20:39:10
68.00
88
18/7/2022 20:39:11
70.00
88
18/7/2022 20:39:12
70.00
88
18/7/2022 20:39:13
69.00
88
18/7/2022 20:39:14
113.00
94
18/7/2022 20:39:15
111.00
93
18/7/2022 20:39:16
