=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.07.15 09:38:45 =~=~=~=~=~=~=~=~=~=~=~=
Press any key to stop
15/7/2022 9:36:15
7.00
64
15/7/2022 9:36:15
3.00
55
15/7/2022 9:36:15
3.00
55
15/7/2022 9:36:15
1.00
43
15/7/2022 9:36:16
5.00
60
15/7/2022 9:36:16
5.00
60
15/7/2022 9:36:16
5.00
60
15/7/2022 9:36:16
1.00
43
15/7/2022 9:36:16
3.00
55
15/7/2022 9:36:17
3.00
55
15/7/2022 9:36:17
1.00
43
15/7/2022 9:36:17
3.00
55
15/7/2022 9:36:17
4.00
58
15/7/2022 9:36:17
1.00
43
15/7/2022 9:36:18
1.00
43
15/7/2022 9:36:18
1.00
43
15/7/2022 9:36:18
1.00
43
15/7/2022 9:36:18
3.00
55
15/7/2022 9:36:18
4.00
58
15/7/2022 9:36:19
6.00
62
15/7/2022 9:36:19
3.00
55
15/7/2022 9:36:19
1.00
43
15/7/2022 9:36:19
2.00
51
15/7/2022 9:36:19
6.00
62
15/7/2022 9:36:20
3.00
55
15/7/2022 9:36:20
1.00
43
15/7/2022 9:36:20
1.00
43
15/7/2022 9:36:20
1.00
43
15/7/2022 9:36:20
1.00
43
15/7/2022 9:36:21
4.00
58
15/7/2022 9:36:21
5.00
60
15/7/2022 9:36:21
1.00
43
15/7/2022 9:36:21
7.00
64
15/7/2022 9:36:21
4.00
58
15/7/2022 9:36:22
3.00
55
15/7/2022 9:36:22
2.00
51
15/7/2022 9:36:22
4.00
58
15/7/2022 9:36:22
3.00
55
15/7/2022 9:36:22
5.00
60
15/7/2022 9:36:23
2.00
51
15/7/2022 9:36:23
6.00
62
15/7/2022 9:36:23
6.00
62
15/7/2022 9:36:23
3.00
55
15/7/2022 9:36:23
6.00
62
15/7/2022 9:36:24
3.00
55
15/7/2022 9:36:24
1.00
43
15/7/2022 9:36:24
8.00
65
15/7/2022 9:36:24
5.00
60
15/7/2022 9:36:24
1.00
43
15/7/2022 9:36:25
3.00
55
15/7/2022 9:36:25
4.00
58
15/7/2022 9:36:25
1.00
43
15/7/2022 9:36:25
6.00
62
15/7/2022 9:36:25
3.00
55
15/7/2022 9:36:26
2.00
51
15/7/2022 9:36:26
1.00
43
15/7/2022 9:36:26
1.00
43
15/7/2022 9:36:26
2.00
51
15/7/2022 9:36:26
6.00
62
15/7/2022 9:36:27
10.00
68
15/7/2022 9:36:27
3.00
55
15/7/2022 9:36:27
1.00
43
15/7/2022 9:36:27
5.00
60
15/7/2022 9:36:27
4.00
58
15/7/2022 9:36:28
1.00
43
15/7/2022 9:36:28
2.00
51
15/7/2022 9:36:28
2.00
51
15/7/2022 9:36:28
2.00
51
15/7/2022 9:36:29
1.00
43
15/7/2022 9:36:29
2.00
51
15/7/2022 9:36:29
2.00
51
15/7/2022 9:36:29
0.00
0
15/7/2022 9:36:29
0.00
0
15/7/2022 9:36:30
4.00
58
15/7/2022 9:36:30
1.00
43
15/7/2022 9:36:30
0.00
0
15/7/2022 9:36:30
0.00
0
15/7/2022 9:36:30
1.00
43
15/7/2022 9:36:31
1.00
43
15/7/2022 9:36:31
3.00
55
15/7/2022 9:36:31
5.00
60
15/7/2022 9:36:31
1.00
43
15/7/2022 9:36:31
1.00
43
15/7/2022 9:36:32
6.00
62
15/7/2022 9:36:32
4.00
58
15/7/2022 9:36:32
3.00
55
15/7/2022 9:36:32
7.00
64
15/7/2022 9:36:32
0.00
0
15/7/2022 9:36:33
0.00
0
